Column1;Column2;Column3
3732;Pivross;21000
3733;Infliction;16000
3734;Trivia King;25000
3735;Jewel Match Solitaire;1000
3736;御俠客 Wuxia Master;159000
3737;SPACE BLASTER 8 BIT;1000
3738;Space Rocket;12000
3739;Construction Simulator 2 US - Pocket Edition;21000
3740;Road Legends;1000
3741;Kitsune Kitchen;3000
3742;Lucah: Born of a Dream;7000
3743;Deadly Blue;2000
3744;Go Morse Go! Arcade Edition;3000
3745;CONCLUSE;48000
3746;Neckbeards: Silly Squadron;1000
3747;Awake: Episode One;1000
3748;Summer Funland;20000
3749;GoodColor;3000
3750;Pestis;2000
3751;Simple Story - Alex;90000
3752;Croquet Pro;1000
3753;Chamber of Darkness;2000
3754;Tempest of the Heavens and Earth;10000
3755;Combine War Toys;1000
3756;Evasion;3000
3757;Evolution of Ages: Settlements;9000
3758;Dash Island;1000
3759;Orphan;2000
3760;Glitch;81000
3761;Fear for Sale: City of the Past Collector's Edition;1000
3762;Infected Battlegrounds;1000
3763;Play With Kizami;19000
3764;Silentium 2D;1000
3765;Tango: The Adventure Game;6000
3766;The Navigator;40000
3767;Retro Racers 2;28000
3768;TEXT;1000
3769;Amulet Zero 零物语 - Optimize;4000
3770;Shape of the World;6000
3771;Green Blood;8000
3772;Maze Of Adventures;2000
3773;Solitaire Knights;19000
3774;Wild Animal Sports Day;7000
3775;The Amazing Adventures of Lady Fanny Featherstone;3000
3776;Enoch: Underground;2000
3777;Super Destronaut DX;12000
3778;Omen Exitio: Plague;10000
3779;Zombie Serial Killer Incident;1000
3780;Mussoumano: Ataque dos Haters;1000
3781;The Majesty of Colors Remastered;1000
3782;Rage in Peace;1000
3783;Spirits of Mystery: The Silver Arrow Collector's Edition;1000
3784;Foreveracers;2000
3785;Liminal;16000
3786;Game of Stones;2000
3787;Neighbor;1000
3788;Galaxy Champions TV;1000
3789;Amaranthine Voyage: The Shadow of Torment Collector's Edition;1000
3790;The Last Tower;10000
3791;Knights Hunt;15000
3792;Cosmic Buddies Town;2000
3793;Dupio;1000
3794;Chocolate makes you happy 3;3000
3795;Paradise City VR;1000
3796;Kill the Dictator;1000
3797;BFF or Die;2000
3798;Pong like;2000
3799;Orb Labs, Inc.;1000
3800;Dungeons of the dead;7000
3801;Citadale - The Ancestral Strain;1000
3802;FALL 坠落之后;5000
3803;Headshot VR;1000
3804;HANZ!;7000
3805;Guilt Battle Arena;1000
3806;The Blood Eclipse;1000
3807;Weable 2;1000
3808;Sweep'n'Sweep;4000
3809;Abnormal world: season one;1000
3810;Wer weiß denn sowas? - Das Spiel;1000
3811;Mines of Mars;4000
3812;King Of Gods: Angel The Awakening Of A Demon;5000
3813;The Blame;1000
3814;Bring to Light;1000
3815;Darken VR;3000
3816;[東方二次] Senran Meisuishu Tactics / 戦乱命萃酒タクティクス;2000
3817;GROOD;1000
3818;War Of Spells;1000
3819;Board Battlefield;18000
3820;Need for Spirit: Drink & Drive Simulator/醉驾模拟器;1000
3821;Ultimate Legends;5000
3822;25 Cadre of Death;1000
3823;Hypnotic Experience - ANOIX;2000
3824;Hamlet;1000
3825;ABC Paint;1000
3826;Kawaii Rainbow Portal;12000
3827;Pac Adventures 3D;1000
3828;Final Battle;4000
3829;Dungeon Adventure;1000
3830;Mermaid Mission: Titanic;1000
3831;METAL;2000
3832;The Technician;1000
3833;AlienSurvival;1000
3834;Thunder Chase;1000
3835;Anime Girl Slide Puzzle;500
3836;Trivia Vault: Business Trivia;2000
3837;Pixel Fishies;1000
3838;Bubble Ghost;6000
3839;Pixel Ship Shooter;0
3840;Alter Army;3000
3841;Project Flesh;0
3842;The Unfolding Engine: Paint a Game;14000
3843;Ecchi 2: compile 2D chan;0
3844;Wizard Slime;6000
3845;Pixel World: Unity-Chan!;0
3846;冒险公会 Adventurer Guild;1000
3847;CaveDare;0
3848;Scraper: First Strike;1000
3849;inside path;0
3850;catAnod;1000
3851;The Blue Zula VR Concert Series;0
3852;The Quest for the BIG KEY;2000
3853;Hard Work;0
3854;Throw Anything;3000
3855;Tale of Legends -伝創記-;0
3856;ReThink 2;1000
3857;Squid Vs Vexus;0
3858;Beer Bar;4000
3859;Surge;0
3860;Slavicus;1000
3861;Swap! Swap! Swap!;0
3862;GraviSound;5000
3863;Alien Invaders from the Planet Plorth;48
3864;Paper Shakespeare: Stick Julius Caesar (with a dagger);0
3865;ASCENT: Crash Landing;2000
3866;TimeCluster;0
3867;Arevoatl Seven Coins;1000
3868;The change;0
3869;One Night;10000
3870;VRemedies - CT Procedure Experience;0
3871;J15 Jet Fighter VR (歼15舰载机);2000
3872;Hodl: The God of Crypto;0
3873;Floresia I : Intemporel;3000
3874;Show Me What You Got;26
3875;Omae Wa Mou Shindeiru;1000
3876;The Wranglers;0
3877;Long Arm of the Law;5000
3878;Whispered Secrets: Into the Wind Collector's Edition;0
3879;Car Puzzler;1000
3880;WWⅡ英雄列伝 泥の中の虎　オットー・カリウス;0
3881;Splitter Critters;3000
3882;Silent Depth 3D Submarine Simulation;7000
3883;RC Fun City;2000
3884;Snake, snake, snake!;3000
3885;Detached: Non-VR Edition;1000
3886;Tavern Table Tactics;1000
3887;Sanatorium Purgatorium;1000
3888;Epic Skater 2;1000
3889;SUPER ASTEROIDS;1000
3890;Beyond the Sky;1000
3891;Geometry Defense: Infinite;1000
3892;School of Horror;28000
3893;Huge Enemy - Worldbreakers;1000
3894;The Secrets of The Forest;1000
3895;DeathTolls Experience;1000
3896;Achievement Lurker: You are going to have to work hard for these nuts;6000
3897;I saw IT;3000
3898;Running Man 3D Part2;3000
3899;Castle Wars VR;2000
3900;Chroma Shift;8000
3901;VIDEO GAME;6000
3902;GIPHY World VR;3000
3903;Masters of Puzzle;1000
3904;The Maestros;1000
3905;Little Adventurer III;32000
3906;Team Up VR (Beta);9000
3907;Armored Train;1000
3908;三国虎将传VR2-Sanguo Warriors VR2;1000
3909;Sweeper Zero;9000
3910;Lucky VS Aliens;1000
3911;Sanctus Mortem;2000
3912;Ants! Mission of the salvation;2000
3913;The 'I Love Money' Show;2000
3914;Gambol;1000
3915;Aliens Are Rude!;3000
3916;S.T.R.E.T.C.H.;4000
3917;LO-OP;1000
3918;Oracle: Threads of Fate;15000
3919;Master of Mutations;9000
3920;MIAZMA or the Devil's Stone;3000
3921;Escort Commander;2000
3922;Dictator's dreams;2000
3923;Squids Odyssey;1000
3924;Boxplosion;1000
3925;Cubiques 2;2000
3926;Sacrament;15000
3927;EXAELLA OVG;1000
3928;Dead by Death;2000
3929;Land of an Endless Journey;2000
3930;Infecto;1000
3931;Frequent Flyer: A Long Distance Love Story;2000
3932;Yafti;1000
3933;Strategic Command Classic: WWII;1000
3934;Kokorogawari;1000
3935;Slime Sports;1000
3936;Cowboy : Attack of Wild Animal;1000
3937;Haters, kill them all!;4000
3938;BATTLE X;1000
3939;Above the Fold;1000
3940;FaceFun;13000
3941;Crimson Keep;1000
3942;Brew-Ha;7000
3943;Round Ways;10000
3944;Roads of Rome: New Generation 2;1000
3945;Sunburnt;1000
3946;Hallo Spaceboy;2000
3947;Shoppe Keep 2 Character Creator Preview;8000
3948;Les 4 Alice: Lorange Journey;1000
3949;Tobuscus Adventures: Wizards;4000
3950;Imperialism: Fate of India;2000
3951;Tunnel B1;3000
3952;THE ARCHER: Dead Hunt;2000
3953;Game Server Toolbox;1000
3954;Running Naked Simulator 2019;2000
3955;New Ice York;4000
3956;Mad Factory;1000
3957;Data Thief;4000
3958;Candy Raid: The Factory;1000
3959;Advanced Mechanized Spacecraft;1000
3960;Explosive Dinosaurs;1000
3961;Auto-Staccato;2000
3962;Ghoststory;1000
3963;Mad Hunting Simulator VR;1000
3964;Bravado;1000
3965;What A Trash Game!;1000
3966;Cross And Crush;6000
3967;Poker Simulator;1000
3968;MUSEUM VOLUME I;1000
3969;BlindMaze;2000
3970;Urbance Clans Card Battle!;1000
3971;Talk to Saki;3000
3972;LoveBug;1000
3973;Galaxy Ball Defender;1000
3974;Snailiens;1000
3975;Blackfoot Burrows;1000
3976;Silent Footsteps;48000
3977;Recreational Dreaming;2000
3978;BrainPower;1000
3979;Secret of Harrow Manor;2000
3980;Escape the Omnochronom!;1000
3981;Save President From Rebels;4000
3982;Pingball Ultra;1000
3983;The Princess Adventure;2000
3984;Buy Low Sell High;2000
3985;The Base;2000
3986;VirtuaCreature;1000
3987;AlpenCROSS;1000
3988;Raptor: Cretaceous Island;1000
3989;BrutalAliens;4000
3990;Lost in Spice;12000
3991;Kingdom of Blades;2000
3992;Doctor Tsunami;2000
3993;Space Fox Kimi;1000
3994;Space Toads Mayhem;3000
3995;Unfinished Battle;2000
3996;ArcBall 2;3000
3997;Adventure of a Digger;1000
3998;Professor Watts Memory Match: Expressions;1000
3999;Dark Matter;3000
4000;Warbot;1000
4001;SUPER ROBO MOUSE;8000
4002;Sea of memories;1000
4003;Draft Day Sports: College Football 2018;1000
4004;Slave Ghost;2000
4005;Ball run and rush;2000
4006;Parkland;3000
4007;Critical Mess;1000
4008;VRetired;1000
4009;Kyiv: from dusk till dawn with Lenovo Explorer;48000
4010;探灵警探;2000
4011;Radiant One;6000
4012;The Platformer Gun;2000
4013;Almost Alive;3000
4014;Missing Road;2000
4015;The House in Fata Morgana: A Requiem for Innocence;6000
4016;Doodle Farm;1000
4017;CuberPunk 2089;9000
4018;Rascals;1000
4019;Acid Nimbus;36000
4020;Super Streaker Plus;1000
4021;Depression The Game;10000
4022;Arcade Love / ゲーセンラブ。;1000
4023;Floor Kids;6000
4024;Flynn and Freckles;4000
4025;Yozakura Wizard VR;1000
4026;Titanic VR;9000
4027;RŌA;1000
4028;Maestro: Notes of Life Collector's Edition;1000
4029;Duck Souls;4000
4030;Feed Eve;1000
4031;Jurassic Safari Hunt;1000
4032;Little hidden city;8000
4033;Sleepwalker;7000
4034;Pleasure Puzzle:Sexy Girls 趣拼拼：性感少女;11000
4035;Pit Blocks 3D;3000
4036;The Fielder's Choice;1000
4037;Welcome Back To 2007;9000
4038;Color by Numbers - Halloween;1000
4039;The Moment We Met;33000
4040;Dinosaur Hunter;2000
4041;Professor Watts Memory Match: Yummy Cupcakes;1000
4042;Movavi Video Suite 18 - Video Making Software - Edit, Convert, Capture Screen, and more;7000
4043;Musical Reflex;3000
4044;The Dark Room;3000
4045;Majin Woman;1000
4046;103;2000
4047;Cartoonway : Mini Cars;1000
4048;Next 3;4000
4049;Yeti's Parole Officer;1000
4050;.projekt;14000
4051;Zero spring episode 1 English translation version;2000
4052;Red Alliance;6000
4053;Mercs;2000
4054;Dissolution;47000
4055;Z.W!;2000
4056;Escape Game;8000
4057;Super Sonic Racer;1000
4058;Istanbul: Digital Edition;2000
4059;A Christmas Peril;2000
4060;An Aspie Life;37000
4061;Light Up the Holidays;1000
4062;Knights of Pen and Paper 2: Free Edition;27000
4063;TeleBlast;1000
4064;Prodigy Tactics;10000
4065;Color by Numbers - Flowers;1000
4066;President Trump The Way In Uganda;5000
4067;Bouncy Butter Ball;2000
4068;NOSTALGIC TRAIN;12000
4069;Игра забытых Богов. Проснись / Game of the forgotten Gods. Wake up;1000
4070;Hero Plus;43000
4071;VR Soccer Training;3000
4072;EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER;9000
4073;FINAL FANTASY XV WINDOWS EDITION;1042000
4074;Hill Quest;5000
4075;Cheap Golf;6000
4076;Poker Tower Defense;5000
4077;Jumpdrive;18000
4078;DCS World Steam Edition;2465000
4079;Stellar Warrior;3000
4080;Puzzle Plunder;11000
4081;Age of Civilizations II;441000
4082;Christmas Tale - Visual Novel;3000
4083;The Fruitless Flower 雾雨中的徒花;4000
4084;Radical Heights;1472000
4085;Endless Crusade;1000
4086;Lucie;6000
4087;Heathen - The sons of the law;2000
4088;Flashing Lights - Police, Firefighting, Emergency Services Simulator;411000
4089;My Beastly Lovers;1000
4090;Zen Chess: Mate in One;6000
4091;Dragon Simulator Multiplayer;12000
4092;天命奇御 Fate Seeker;159000
4093;Colonumbers;10000
4094;Tower Keepers;25000
4095;Eco;236000
4096;Apartment 3301;2000
4097;DayZ Tools;0
4098;Space Hulk: Deathwing - Enhanced Edition;354000
4099;Ladybird Reflect;1000
4100;Mumps;12000
4101;Neverwinter Nights: Enhanced Edition;419000
4102;Acropolis: The Archaic Age;1000
4103;Sexy Serial Killer;3000
4104;G2 Fighter / 基因特工;69000
4105;Evening Star;8000
4106;ABYSS CRAWLERS plus;5000
4107;Alice In VR;2000
4108;Bitcoin Tycoon - Mining Simulation Game;10000
4109;Devil May Cry HD Collection;122000
4110;Monkey Rush;2000
4111;Alpha Mike Foxtrot VR - AMF VR;5000
4112;Circle Empires;110000
4113;Campido;1000
4114;Oh Trap!;28000
4115;Cards of Knight;1000
4116;Project Rampage VR;20000
4117;Marbledrome: Crazy Stunt Balls;1000
4118;Space Battle VR;5000
4119;GROUND BRANCH;37000
4120;Kill The Monster;1000
4121;Brazilian Root;4000
4122;What's My Gender?;0
4123;One Gun: Cat;14000
4124;Prime World: Defenders 2;127000
4125;Monster RPG 3;2000
4126;Coregrounds;25000
4127;Garden Paws;27000
4128;Fleets of Ascendancy;1000
4129;XL1-ClippingPoint;13000
4130;Exoplanet;9000
4131;Ducks and Gooobers;0
4132;SKULL FEAST;3000
4133;无法传达的话语（Words cannot convey）;2000
4134;Don't Stop;0
4135;The young mathematician: Easy difficulty;2000
4136;Funk Unplugged;1000
4137;The Chaotic Workshop;0
4138;Monica e a Guarda dos Coelhos;1000
4139;Audio Forager;1000
4140;The treasure of the lost temple;0
4141;Deadly Stigma;2000
4142;ZYX STORY;1000
4143;安全教育;0
4144;Oil Baron;2000
4145;Robot Chase;5000
4146;Terror World;0
4147;Beyond the Invisible: Darkness Came;2000
4148;Nanoui;1000
4149;CrazyHousePlanes;0
4150;Exotic Matter;1000
4151;Fireflies;2000
4152;鉄道運転士 Railroad operator;1000
4153;Alter Cosmos;1000
4154;Eternal Man: Mountain;2000
4155;挙式VR 伊達政宗 編 Wedding VR : Masamune;1000
4156;SpaceTone;1000
4157;Delta Horizon;2000
4158;Spring It!;1000
4159;The Take;1000
4160;Purgatory Fell;1000
4161;Redemption Cemetery: Clock of Fate Collector's Edition;1000
4162;Draw The Way;7000
4163;COSMIC SNAKE 8473/3671(HAMLETs);1000
4164;Exposure;4000
4165;You Shall Not Break!;1000
4166;Holiday Escape;15000
4167;Little Gold Miner;1000
4168;Grim Wanderings;1000
4169;Dust and Salt: The Battle for Murk;2000
4170;Asemblance: Oversight;1000
4171;Five Keys to Exit;4000
4172;Lost Summoner Kitty;1000
4173;Heroes Of Hellas 4: Birth Of Legend;3000
4174;Full-On Paintball;1000
4175;Molecats;1000
4176;The Chronicles of King Arthur - Episode 1: Excalibur;1000
4177;ColorTool;1000
4178;Again?;17000
4179;Lunapark VR;3000
4180;Retro Hacker;2000
4181;Trivia Vault: Toy Trivia;1000
4182;Hillbilly Apocalypse;35000
4183;Chop It;1000
4184;The Intern;3000
4185;Necro Immortallis;1000
4186;Indentured Servant;3000
4187;RGB RUN;1000
4188;Unblock: The Parking;10000
4189;Becoming Homeless: A Human Experience;18000
4190;Pawn of the Dead;6000
4191;✌ Johnny Rocket;1000
4192;NO, THANK YOU!!!;1000
4193;Minion Forest;6000
4194;Exoder;1000
4195;Grotoro;11000
4196;BVRGER VAN;1000
4197;Asura Valley;4000
4198;my dream;1000
4199;Socketeer;2000
4200;Hope of Humanity;2000
4201;Skyscrapers Puzzle: Airi's tale;1000
4202;A Story of Distress;1000
4203;Block Party Sports;1000
4204;Halloween Pumpkin Story;2000
4205;Experiment Gone Rogue;1000
4206;Dear Leader;2000
4207;Rabbit of Destiny;2000
4208;UNHALLOWED: THE CABIN;4000
4209;Marius;30000
4210;Money Master;1000
4211;Reach 50 : Sexy Hentai Girls;3000
4212;Fisherones;1000
4213;Chase;1000
4214;Toy Generals;7000
4215;The Legend of Evil;1000
4216;Gamer Sensei's Range Royale;1000
4217;Kz NTools : Fix Your Network;2000
4218;Blackbox;9000
4219;七夜怪谈 - 都市校园禁锢传说;1000
4220;Kill the Superweapon;1000
4221;Levantera: Tale of The Winds;2000
4222;ZIQ;3000
4223;江湖侠客行;1000
4224;RollingBall: Unlimited World;5000
4225;Evolo.Evolution;6000
4226;Action Alien: Survival;7000
4227;My Bingo;9000
4228;BE THE HERO;1000
4229;Monkey King: Master of the Clouds | 中華大仙;2000
4230;Knife Flipping;3000
4231;Caveman Stories;1000
4232;Echoes III;15000
4233;3D Mahjong worlds;1000
4234;Round Mars;1000
4235;EnHanced;2000
4236;Crazy Farm : VRGROUND;1000
4237;Element Industry;1000
4238;Weyrwood;1000
4239;VR Hero Sentry;1000
4240;Starman in space;2000
4241;Firebird - Steam version;3000
4242;The Harbinger's Head;2000
4243;Touch Down Football Solitaire;1000
4244;Dawn of China: Rise of Qin;1000
4245;Taco Gun;1000
4246;MMA Simulator;2000
4247;BATTLE ZOMBIE SHOOTER: SURVIVAL OF THE DEAD;3000
4248;Action Alien: Tropical;5000
4249;ULTIMATE ARENA: SHOWDOWN;1000
4250;The Mystery of Devils House;3000
4251;Extreme Formula Championship;1000
4252;TV189;4000
4253;Little elf;1000
4254;Crimson Light;11000
4255;Eternal Man: Jump;4000
4256;Amethlion;1000
4257;Unnatural;2000
4258;Storm of Jigsaw Puzzles 拼图风暴;1000
4259;IMAZE.EXE 2;2000
4260;Santa's Story of Christmas;2000
4261;Exo TD;1000
4262;Courtyard Broomball;1000
4263;Talk to Yuno;1000
4264;Alien Attack: Pocket Edition;2000
4265;Buried Alive VR;14000
4266;Kamikaze Cube 2;9000
4267;Ah, Love!;9000
4268;Battle Of Worldviews;3000
4269;Animosity;1000
4270;StackFortress;2000
4271;Duralumin Wind;2000
4272;Elementium;1000
4273;Vampire Bloody Star X;1000
4274;Existential Kitty Cat RPG;3000
4275;FlyWarzz;1000
4276;Cube Universe;1000
4277;Fantasy Realm: A Land Torn Asunder;1000
4278;Magic Blast VR;1000
4279;The first thrust of God;3000
4280;Royal Tumble;1000
4281;Notified;6000
4282;All You Can Feed: Sushi Bar;1000
4283;Hard Helmets;1000
4284;A Sun Of Salt;1000
4285;Roulette Simulator 2;1000
4286;Velvet Guard;2000
4287;DOKA 2 GUTS OUT NINJA;1000
4288;July the Lost Child;1000
4289;Whiskered Away;4000
4290;Cubesc;1000
4291;Amazon Rush;2000
4292;Assault on Hyperion Base;4000
4293;JUST a Game;1000
4294;KeysIn1;2000
4295;Oligopoly: Industrial Revolution;2000
4296;Leisure Town;11000
4297;Special Counter Force Attack;1000
4298;Ride To Canada;2000
4299;Slime Age: Parody MMORPG Clicker;2000
4300;Hentai Memorama;1000
4301;Eternam;1000
4302;Polygone;2000
4303;Educator 2076: Basics in Education;1000
4304;GeoGebra Mixed Reality;3000
4305;Progeny VR;2000
4306;Ball Platformer;2000
4307;Spoorky;1000
4308;Coloring Book;1000
4309;Cloud Chasers - Journey of Hope;1000
4310;Christmas Mahjong 2;2000
4311;Rebound VR;1000
4312;Quible Sphere;1000
4313;Chicken ~Boiled Egg~;1000
4314;Pixel Beef Battle;3000
4315;Dead Forest;8000
4316;Crystals and Curses;1000
4317;Shards of Eradine;1000
4318;Behind The Beyond;6000
4319;What do you hear?? Yanny vs Laurel;6000
4320;Professor Watts Memory Match: Cute Animals;1000
4321;ARTé: Mecenas;4000
4322;The War of the Worlds: Andromeda;2000
4323;RollerCoaster Legends II: Thor's Hammer;1000
4324;Drift Stunt Racing 2019;1000
4325;Soldiers Lost Forever (1914-1918);14000
4326;Judge Dredd 95;2000
4327;Maze Walker;2000
4328;《古斯塔奥：帝国重生》Gustavo Kingdom Rebirth;2000
4329;Vein Hotel;1000
4330;Rome Reborn: The Roman Forum;1000
4331;Naughty study for exams with a ghost;4000
4332;Steve's Pub - Soda on tap;7000
4333;TurbOT Racing;1000
4334;Poly and the Marble Maze;1000
4335;Desolate Sands;1000
4336;Vertigo FPS;1000
4337;Minako;1000
4338;Stickman Annihilation 2;1000
4339;Outrealm;3000
4340;Dear Apothecary;6000
4341;Centifeed;1000
4342;Taco Truck Madness;1000
4343;Me Smart Orc;10000
4344;Astro Bouncer;69000
4345;The Adventures of Clive McMulligan on Planet Zeta Four;1000
4346;Indian Mutiny: Little Sepoy;3000
4347;Haldor;5000
4348;Puzzle Lab;1000
4349;Siberian Dawn;9000
4350;Dr. Schplot's Nanobots;1000
4351;Capsella The Lights of Lucern;1000
4352;Dragon Defense;6000
4353;Edge Of Existence;2000
4354;Gimel Dimension;1000
4355;Agents of Aggro City Online;207000
4356;Meteor Shower;2000
4357;Shimmer;1000
4358;Biodigital;9000
4359;Mushroom: The Ruckus;1000
4360;Full Metal Renegade;8000
4361;Witches' Legacy: Hunter and the Hunted Collector's Edition;1000
4362;Sanguo: War Under Heaven;3000
4363;Freedom March: Rebel Leader;5000
4364;Girl with a big SWORD;6000
4365;bomber-un;1000
4366;❂ Hexaluga ❂ Dungeons and Hunting ☠;1000
4367;Metanormal;2000
4368;Land of Puzzles: Elven Princess;1000
4369;Minitime;6000
4370;荒野寻踪;2000
4371;ZOLO - Zombies Only Live Once;2000
4372;Sharknado VR: Eye of the Storm;1000
4373;Burning Instinct;1000
4374;Roller;19000
4375;Vogue, The Explorer;1000
4376;Casino Mega Collection;1000
4377;Pixel To The West;2000
4378;Z: The End;1000
4379;Emoto;3000
4380;Neotrie VR;4000
4381;Turn up jeans;2000
4382;To Burn in Memory (Anniversary Edition);4000
4383;Battleship Lonewolf 2;3000
4384;10 seconds;2000
4385;Beating A Dead Horse With A One-Trick Pony;2000
4386;Azada: Ancient Magic;1000
4387;Volcanic Blocks;28000
4388;Factory Hiro;3000
4389;ELDR LEGACY;2000
4390;Delivery man simulator;5000
4391;The Rhys510 Flash Back;3000
4392;Puzzle Monarch: Super Natural;1000
4393;Unexpected End;19000
4394;Let's Play with Nanai!;2000
4395;Warlords.io;1000
4396;Romantic Journey;1000
4397;Maze Quest 1: The Forest;9000
4398;Made to Order: The Party Game;2000
4399;Seed of Amaranth;1000
4400;Swords with spice;1000
4401;Salty Seabird Bay;1000
4402;Coffee Trainer VR;5000
4403;Inzo;1000
4404;Gump;3000
4405;Belle II in Virtual Reality;3000
4406;Thrill Rollercoasters;1000
4407;Totally Accurate Battlegrounds;1229000
4408;Hub Culture VR;9000
4409;The Chambers;1000
4410;Star Trek: En Territoire Alien;4000
4411;NatureFly;1000
4412;SoulWorker - Anime Action MMO;1776000
4413;Super Punchman;1000
4414;Fant Kids Matching Game;2000
4415;Blind Mind;2000
4416;Awkward Date Hero;2000
4417;Daytona Racing;76000
4418;Yuso;2000
4419;Black Home 2;2000
4420;Asimov Laws;7000
4421;Perfect Heist;40000
4422;VOICEACTRESSⅡ;2000
4423;Guiding Hand VR;1000
4424;ARK Park;7000
4425;theViewer;7000
4426;Grooming Adventure;2000
4427;Escape From Tethys;38000
4428;音灵 INVAXION;172000
4429;The Sunset 2096;1000
4430;Witches' Legacy: Lair of the Witch Queen Collector's Edition;1000
4431;Sunset Rangers;81000
4432;Regions Of Ruin;324000
4433;Asdivine Hearts II;2000
4434;Monster Pub;1000
4435;tiny & Tall: Gleipnir;7000
4436;The Steadfast VR Challenge;1000
4437;Sunken;1000
4438;UBERMOSH:SANTICIDE;16000
4439;Kingdom Rush Origins;130000
4440;Cat's Yarn;2000
4441;The Blue Box;3000
4442;Delver;175000
4443;Naturallandscape - Three Gorges (自然景观系列-长江三峡);2000
4444;李教授的知识问答;8000
4445;Awakening: The Skyward Castle Collector's Edition;1000
4446;Swords and Soldiers 2 Shawarmageddon;12000
4447;Yo My Yo!;1000
4448;Dirt Bike Insanity;12000
4449;VR Hockey League;2000
4450;NavalArt;2000
4451;Out of Reach;38000
4452;Globe Geography 3D;1000
4453;Space Armor 2;1000
4454;RapStar Tycoon;1000
4455;Diaspora : Mass Exodus;44000
4456;Permission VR;1000
4457;Draft Day Sports: Pro Basketball 2019;1000
4458;Dissimilated Land;9000
4459;Shenmue I & II;48000
4460;HIGHER GROUND;1000
4461;Small person;2000
4462;Cine Tracer;8000
4463;Clicker Heroes 2;401000
4464;Demolition Ball;1000
4465;Hulì The Mage;2000
4466;All-Star Fruit Racing;6000
4467;Shooty Skies;334000
4468;Infinite Vector;1000
4469;Epiphany!;2000
4470;Clicker: Glad Valakas;10000
4471;Capsule Jump;1000
4472;Double Turn;1000
4473;Mystical;2000
4474;Zombieland;105000
4475;BLASTER LiLO;1000
4476;GIRLS VR UNCENSORED!!!;1000
4477;Choice of Magics;4000
4478;Little Comet;1000
4479;GlobalMap Astro;1000
4480;12 Labours of Hercules VIII: How I Met Megara;6000
4481;pla_toon;118000
4482;The Finnish Virtual Art Gallery;5000
4483;Star Plantation;1000
4484;12 Labours of Hercules VII: Fleecing the Fleece (Platinum Edition);14000
4485;Little World Of Creatures;1000
4486;Happy Vampire Girl;62000
4487;Until None Remain: Battle Royale PC Edition;23000
4488;Hexahedral Pathfinder;1000
4489;Robbotto;1000
4490;A tractor;22000
4491;SimpleRockets 2;27000
4492;The Z Axis: Continuum;1000
4493;Rio Rex;2000
4494;Food Drive: Race against Hunger;18000
4495;Bombix;157000
4496;Catsapults;1000
4497;Dough;2000
4498;TY the Tasmanian Tiger 3;4000
4499;Slingshot people;667000
4500;Tactical Chronicle;1000
4501;Cosmic Trail;1000
4502;Orion Sandbox Enhanced;2000
4503;New Gundam Breaker;41000
4504;Crucial Throw;1000
4505;Audio Infection;1000
4506;RAIN Project - a touhou fangame;32000
4507;Underhero;20000
4508;Why War?;1000
4509;Majula Frontier;1000
4510;Dreams of Dali;70000
4511;fpsVR;208000
4512;Yoltrund;1000
4513;Urban Explorer Golf;2000
4514;VOLTED;1000
4515;Megadimension Neptunia VIIR;36000
4516;The Colony;5000
4517;SUPER BALL WRESTLE YES;1000
4518;Hidden Paws Mystery;1000
4519;Maia;56000
4520;Abduction Prologue: The Story Of Jonathan Blake;3000
4521;Vortex Rush;2000
4522;Witching Tower VR;1000
4523;Demolish & Build 2018;55000
4524;乌鸦 - Crows;1000
4525;Asteroid Defender!;1000
4526;ReX;3000
4527;Icons: Legacy Edition;109000
4528;Mars: Chaos Menace;3000
4529;Rite of Passage: Hide and Seek Collector's Edition;1000
4530;DashPanel;42000
4531;Mhakna Gramura and Fairy Bell;16000
4532;SOLAR BATTALION;1000
4533;Monster Adventurer;3000
4534;Tee Time Golf;6000
4535;Sos i Pie Sos;35000
4536;Achtung die Kugel!;2000
4537;The Island Combat;8000
4538;International Basketball Manager;9000
4539;Evergarden;73000
4540;Rage of the Pumpkins - Space Prostitutes Must Die! Again;2000
4541;Meme Machine;1000
4542;魔塔2018;9000
4543;GNOG;35000
4544;Touch the devil VR(おさわり魔王VR);2000
4545;悪梦er-mo;2000
4546;SaGa SCARLET GRACE: AMBITIONS;7000
4547;VEGAS Movie Studio 15 Steam Edition;4000
4548;Species: Artificial Life, Real Evolution;18000
4549;Lucky Skiing;1000
4550;Dance With Memes;2000
4551;Beckett;7000
4552;Bombslinger;6000
4553;Seul (Alone): The entrée;2000
4554;The Devil's Garden;1000
4555;Protonwar;11000
4556;Animyst;2000
4557;Havoc in heaven;1000
4558;Mystery Case Files: The Countess Collector's Edition;1000
4559;Bane of Asphodel;34000
4560;The Last DeadEnd;7000
4561;SnowNight;19000
4562;Slave Master: The Game;2000
4563;Virtual Reality Experiment Framework;8000
4564;Hentai University;12000
4565;Battle Royale: Survivors 究极求生:大逃杀;52000
4566;WWTF;3000
4567;Color Knight;3000
4568;NEKOKORO;2000
4569;众生;17000
4570;CrazyDriving;1000
4571;Gold Magic 800;1000
4572;WARPZONE DRIFTER;8000
4573;Picross Fairytale - nonogram: Red Riding Hood secret;70000
4574;Skateboarding pro;4000
4575;Pitch Perfect Ear Training;2000
